"Breathe deep, Inhaler!",GOTINHALER,,,,"Pořádně se nadechni, inhalátor!","Atme tief, Inhalierer!",,"Spiru profunde, inhalo!","¡Un inhalador, inspira fuerte!",,"Hengitä syvään, inhalaattori!","Respire, inhaleur!","Mély lélegzet, Inhaláló!","Respirare profondamente, inalatore!",深呼吸だ、インヘイラー!,각성제를 주웠다. 잘 들이마셔!,"Adem diep in, inhalator!",Weź głęboki wdech! Inhalator!,Inalador! Respira fundo!,,"Inspiră adânc, Inhalatorule!",Ингалятор! Вдыхай глубже!,
A dose of Hydergine from a Hypo saves you!,GOTHYPONEED,,,,Jsi zachráněn@[ao_cs] dávkou Hyderginu z Hypa!,Eine Dosis Hydergine rettet dich!,,,¡Una dosis de Hydergina te salva la vida!,,Hyderginepiikkiannos pelastaa sinut!,Une bonne dose d'hydergine vous sauve la vie!,Egy adag Hydergine megmenti az irhád!,Una dose di Hydergine di un Hypo ti salva!,ハイポで ヒデルギン をキメた!,하이포의 하이데르진이 당신을 살렸다!,Een dosis Hydergine van een Hypo redt je!,Dawka Hyderginy z Hypo ratuje cię!,Uma dose de hidergina do Hypo para te salvar!,,O doză de Hidrogine dintr-o seringă te salvează!,Доза Редергина из шприца спасла тебя!,
You grab a Hypo!,GOTHYPO,,,,Sebral@[ao_cs] jsi Hypo!,Hypo!,,Vi prenis Injektilon!,¡Has pillado una jeringa hipodérmica!,,Kahmaiset piikin!,Vous prenez une seringue!,Felkapsz egy Hypo-t!,Prendi un Hypo!,ハイポ を奪った!,하이포를 주웠다!,Je pakt een Hypo!,Podniosłeś Hypo!,Você pegou um Hypo!,,Ai ridicat o Seringă!,Заполучен шприц!,
You found a KeyCard!,GOTKEYCARD,,,,Nalezl@[ao_cs] jsi přístupovou kartu!,Schlüsselkarte gefunden!,,Vi trovis Ŝlosilkarton!,¡Has encontrado una Tarjeta Llave!,,Löysit avainkortin!,Vous trouvez une clé magnétique!,Leltél egy Kulcskártyát!,Hai trovato una chiave magnetica!,キーカードを見つけた!,키 카드를 찾았다!,U heeft een sleutelkaart gevonden!,Znalazłeś Kartę Dostępu!,Você achou um Cartão de Passe!,,Ai găsit un Card-Cheie!,Найдена ключ-карта!,
You found a C-Key!,GOTCKEY,,,,Nalezl@[ao_cs] jsi kyberklíč!,C-Schlüssel gefunden!,,Vi trovis C-Ŝlosilon!,¡Has encontrado una Llave-C!,,Löysit C-avaimen!,Vous trouvez une C-Clé!,Leltél egy C-Kulcsot!,Hai trovato una chiave C!,C-keyを見つけた!,C-키를 찾았다!,Je hebt een C-sleutel gevonden!,Znalazłeś Klucz C!,Você achou uma Chave-C!,,Ai găsit o Cheie-C!,Найден C-образный ключ!,
You found a Password!,GOTPASSWORD,,,,Nalezl@[ao_cs] jsi heslo!,Passwort gefunden!,,Vi trovis Pasvorton!,¡Has encontrado una Contraseña!,,Löysit salasanan!,Vous trouvez un mot de passe!,Leltél egy Jelszót!,Hai trovato una parola d'ordine!,パスワードを見つけた!,암호를 찾았다!,U heeft een wachtwoord gevonden!,Znalazłeś Hasło!,Você achou uma Senha!,,Ai găsit o Parolă!,Найден пароль!,
You found a blue Z-Key!,GOTBLUEZKEY,,,,Nalezl@[ao_cs] jsi modrý Z-klíč!,Blauen Z-Schlüssel gefunden!,,Vi trovis bluan Z-ŝlosilon!,¡Has encontrado una Llave-Z azul!,,Löysit sinisen Z-avaimen!,Vous trouvez une Z-Clé bleue!,Leltél egy kék Z-Kulcsot!,Hai trovato una chiave Z blu!,ブルー Z-Key を見つけた!,청색 Z-키를 찾았다!,Je hebt een blauwe Z-sleutel gevonden!,Znalazłeś niebieski Klucz Z!,Você achou uma Chave-Z azul!,,Ai găsit o Z-Cheie albastră!,Найден синий Z-образный ключ!,
You found a yellow Z-Key!,GOTYELWZKEY,,,,Nalezl@[ao_cs] jsi žlutý Z-klíč!,Gelben Z-Schlüssel gefunden!,,Vi trovis flavan Z-ŝlosilon!,¡Has encontrado una Llave-Z amarilla!,,Löysit keltaisen Z-avaimen!,Vous trouvez une Z-Clé jaune!,Leltél egy sárga Z-Kulcsot!,Hai trovato una chiave Z gialla!,イエローZ-Key を見つけた!,황색 Z-키를 찾았다!,Je hebt een gele Z-sleutel gevonden!,Znalazłeś żółty Klucz Z!,Você achou uma Chave-Z amarela!,,Ai găsit o Z-Cheie galbenă!,Найден жёлтый Z-образный ключ!,
You found a red Z-Key!,GOTREDZKEY,,,,Nalezl@[ao_cs] jsi červený Z-klíč!,Roten Z-Schlüssel gefunden!,,Vi trovis ruĝan Z-ŝlosilon!,¡Has encontrado una Llave-Z roja!,,Löysit punaisen Z-avaimen!,Vous trouvez une Z-Clé rouge!,Leltél egy piros Z-Kulcsot!,Hai trovato una chiave Z rossa!,レッド Z-Key を見つけた!,적색 Z-키를 찾았다!,Je hebt een rode Z-sleutel gevonden!,Znalazłeś czerwony Klucz Z!,Você achou uma Chave-Z vermelha!,,Ai găsit o Z-Cheie roșie!,Найден красный Z-образный ключ!,
Body Armor!,GOTBODYARMOR,,,,Brnění!,Körperpanzerung!,,Kiraso!,¡Armadura!,,Suojavarustus!,Armure!,Testpáncél!,Giubbotti antiproiettile!,ボディーアーマー!,강화복!,Kogelvrije vesten!,Pancerz!,Colete a Prova de Balas!,,Armură de Corp!,Бронежилет!,
Centrophenoxine,GOTCENTROPHENOXINE,,,,Centrofenoxin,,,Centrofenoksino!,¡Centrofenoxina!,,Sentrofenoksiinia,Centrophenoxine!,,,セントロフェノキシン!,메클로페녹세이트!,,Centrofenoxina,Centrofenoxina,,Centrofenoxine,Центрофеноксин,
You grab a Kevlar vest!,GOTKEVLARVEST,,,,Sebral@[ao_cs] jsi kevlarovou vestu!,Kevlarweste!,,Vi prenis kevlaran veŝton!,¡Has pillado un traje de Kevlar!,¡Has recogido un traje de Kevlar!,Kahmaiset Kevlar-liivit!,Veste en Kevlar!,Felkapsz egy Golyóálló Mellényt!,Prendi una maglia di kevlar!,ケブラーベスト を奪った!,방탄복을 주웠다!,Pak een Kevlar vest!,Podniosłeś kamizelkę kuloodporną!,Você pegou um Colete de Kevlar!,,Ai ridicat o vestă din Kevlar!,Заполучен кевларовый жилет!,
You grab Super Kevlar vest!,GOTSKEVLARVEST,,,,Sebral@[ao_cs] jsi superkevlarovou vestu!,Super-Kevlarweste!,,Vi prenis superan kevlaran veŝton!,¡Has pillado un supertraje de Kevlar!,¡Has recogido un supertraje de Kevlar!,Kahmaiset Superkevlar-liivit!,Super Veste en Kevlar!,Felkapsz egy Szuper Golyóálló Mellényt!,Prendi una maglia super kevlar!,スーパーケブラーベスト を奪った!,중 방탄복을 주웠다!,Je pakt een Super Kevlar vest!,Podniosłeś superkamizelkę kuloodporną!,Você pegou um Super Colete de Kevlar!,,Ai ridicat o Super Vestă din Kevlar!,Заполучен усиленный кевларовый жилет!,
You grab a MicroKit!,GOTMICROKIT,,,,Sebral@[ao_cs] jsi mikrosadu!,MicroKit genommen!,,Vi prenis Kompleteton!,¡Has pillado un MicroKit!,¡Has recogido un MicroKit!,Kahmaiset Microkitin!,Microkit!,Felkapsz egy Mikorkit-et!,Prendi un MicroKit!,マイクロキット を奪った!,마이크로킷을 주웠다!,Je pakt een MicroKit!,Podniosłeś MikroZestaw!,Você pegou um MicroKit!,,Ai ridicat un MicroKit!,Заполучена мини-аптечка!,
You grab a Dampener!,GOTDAMPENER,,,,Sebral@[ao_cs] jsi tlumič!,Dämpfer genommen!,,Vi prenis Dampilon!,¡Has pillado un Amortiguador!,¡Has recogido un Amortiguador!,Kahmaiset vaimentimen!,Amortisseur!,Felkapsz egy Tompítót!,Prendi un antivento!,ダンプナー を奪った!,완충 장치를 주웠다!,Je pakt een Demper!,Podniosłeś Tłumik!,Você pegou um Amortecedor!,,Ai ridicat un Amortizor!,Заполучен глушитель!,
You need a C-Key to access this item!,PD_CKEY,,,,K přístupu potřebuješ kyberklíč!,Du brauchst einen C-Schlüssel um das hier zu bedienen.,,Vi bezonas C-ŝlosilon por aliri ĉi tiun objekton!,¡Necesitas una Llave-C para acceder a este objeto!,,Tarvitset C-avaimen saadaksesi pääsyn tähän kohteeseen!,Il vous faut une C-Clé pour accéder à cet objet!,Egy C-Kulcs szükséges a hozzáféréshez!,Hai bisogno di una chiave C per accedere a questo oggetto!,アクセスには C-key が必要だ!,C-키가 있어야 작동이 가능하다!,Je hebt een C-sleutel nodig om toegang te krijgen tot dit item!,Potrzebujesz Klucza C by uruchomić ten przedmiot.,Você precisa de uma Chave-C para acessar!,,Ai nevoie de o Cheie-C pentru a accesa acest obiect!,"Нет доступа, нужен C-образный ключ!",
You need a KeyCard to access this item!,PD_KEYCARD,,,,K přístupu potřebuješ přístupovou kartu!,Du brauchst eine Schlüsselkarte um das hier zu bedienen.,,Vi bezonas Slosilkarton por aliri ĉi tiun objekton!,¡Necesitas una Tarjeta Llave para acceder a este objeto!,,Tarvitset avainkortin saadaksesi pääsyn tähän kohteeseen!,Il vous faut une carte magnétique pour accéder à cet objet!,Egy kulcskártya szükséges a hozzáféréshez!,Hai bisogno di una chiave magnetica per accedere a questo oggetto!,アクセスには キーカード が必要だ!,키 카드가 있어야 작동이 가능하다!,U heeft een sleutelkaart nodig om toegang te krijgen tot dit item!,Potrzebujesz Karty Dostępu by uruchomić ten przedmiot!,Você precisa de uma Chave de Passe para acessar!,,Ai nevoie de un Card-Cheie pentru a accesa acest obiect!,"Нет доступа, нужен ключ-карта!",
You need a Password to access this item!,PD_PASSWORD,,,,K přístupu potřebuješ heslo!,Du brauchst eine Passwort um das hier zu bedienen.,,Vi bezonas Pasvorton por aliri ĉi tiun objekton!,¡Necesitas una Contraseña para acceder a este objeto!,,Tarvitset salasanan saadaksesi pääsyn tähän kohteeseen!,Il vous faut un mot de passe pour accéder à cet objet!,Egy Jelszó szükséges a hozzáféréshez!,Hai bisogno di una parola d'ordine per accedere a questo oggetto!,アクセスには パスワード が必要だ!,암호를 입력해야 작동이 가능하다!,Je hebt een wachtwoord nodig om toegang te krijgen tot dit item!,Potrzebujesz Hasła by uruchomić ten przedmiot!,Você precisa de uma Senha para acessar!,,Ai nevoie de Parolă pentru a accesa acest obiect!,"Нет доступа, нужен пароль!",
You need a Blue Z-Key to make this work,PD_BLUEZKEY,,,,Tohle bude fungovat jen s modrým Z-klíčem.,Du brauchst einen blauen Z-Schlüssel um das hier zu bedienen.,,Vi bezonas Bluan Z-ŝlosilon por funkciigi ĉi tiun!,¡Necesitas una Llave-Z azul para hacer funcionar esto!,,Tarvitset sinisen Z-avaimen saadaksesi tämän toimimaan!,Il vous faut une Z-Clé bleue pour faire fonctionner cela.,Egy Kék Z-Kulcs szükséges a hozzáféréshez!,Hai bisogno di una chiave Z blu per accedere a questo oggetto!,アクセスには ブルーZ-key が必要だ!,청색 Z-키가 있어야 작동이 가능하다!,Je hebt een blauwe Z-sleutel nodig om dit te laten werken.,Potrzebujesz Niebieskiego Klucza Z by zadziałało!,Você precisa de uma Chave-Z azul para fazer isto funcionar!,,Ai nevoie de o Cheie-Z albastră pentru a face asta să funcționeze!,"Не работает, нужен синий Z-образный ключ!",
You need a Red Z-Key to make this work!,PD_REDZKEY,,,,Tohle bude fungovat jen s červeným Z-klíčem.,Du brauchst einen roten Z-Schlüssel um das hier zu bedienen.,,Vi bezonas Ruĝan Z-ŝlosilon por funkciigi ĉi tiun!,¡Necesitas una Llave-Z roja para hacer funcionar esto!,,Tarvitset punaisen Z-avaimen saadaksesi tämän toimimaan!,Il vous faut une Z-Clé rouge pour faire fonctionner cela.,Egy Piros Z-Kulcs szükséges a hozzáféréshez!,Hai bisogno di una chiave Z gialla per accedere a questo oggetto!,アクセスには レッドZ-key が必要だ!,적색 Z-키가 있어야 작동이 가능하다!,Je hebt een rode Z-sleutel nodig om dit te laten werken!,Potrzebujesz Czerwonego Klucza Z by zadziałało!,Você precisa de uma Chave-Z vermelha para fazer isto funcionar!,,Ai nevoie de o Cheie-Z roșie pentru a face asta să funcționeze!,"Не работает, нужен красный Z-образный ключ!",
You need a Yellow Z-Key to make this work!,PD_YELWZKEY,,,,Tohle bude fungovat jen se žlutým Z-klíčem.,Du brauchst einen gelben Z-Schlüssel um das hier zu bedienen.,,Vi bezonas Flavan Z-ŝlosilon por funkciigi ĉi tiun!,¡Necesitas una Llave-Z amarilla para hacer funcionar esto!,,Tarvitset keltaisen Z-avaimen saadaksesi tämän toimimaan!,Il vous faut une Z-Clé jaune pour faire fonctionner cela.,Egy Sárga Z-Kulcs szükséges a hozzáféréshez!,Hai bisogno di una chiave Z rossa per accedere a questo oggetto!,アクセスには イエローZ-key が必要だ!,황색 Z-키가 있어야 작동이 가능하다!,Je hebt een gele Z-sleutel nodig om dit te laten werken!,Potrzebujesz Żółtego Klucza Z by zadziałało!,Você precisa de uma Chave-Z amarela para fazer isto funcionar!,,Ai nevoie de o Cheie-Z galbenă pentru a face asta să funcționeze!,"Не работает, нужен жёлтый Z-образный ключ!",
"Twenty mill in gold doesn't seem worth all
this aggravation, does it, hacker? Makes
the pen look like a freakin' picnic!

Butt-ugly bio-mutations and your fellow
Humans hung from a ceiling like
food sacks.

What the hell is this GENIE? Like no
computer you've ever hacked!

You better find the next terminal, slice
a ride through c-space, dice some mutant
butt, and get the hell out of Dodge!

",X1TEXT,,,,"Dvacet miliónů ve zlatě nevypadá, že by
stálo za všechnu tuhle otravu, co, hackeře?
Basa teď vypadá jako krásný hotel!

Ošklivé bio-mutace a tví lidští společníci
visící ze stropu jako pytle masa.

Co je sakra tenhle GENIE? Takový počítač
jsi ještě nenaboural@[ao_cs]!

Měl@[ao_cs] bys najít další terminál, projet
se kyberprostorem, vysekat pár mutantům
střeva a rychle z Dodge vypadnout!","Zwanzig Millionen in Gold sind nicht
wirklich so viel wert, Hacker, nicht wahr?
Das hier lässt den Knast wie ein
Picknick erscheinen.

Hässliche Bio-Mutationen und deine 
menschlichen Artgenossen hängen von
der Decke wir Futtersäcke.

Was zur Hölle ist dieses GENIE? Das ist
wie kein anderer Computer den du
jemals gehackt hast.

Du findest besser das nächste Terminal,
erledigst einige Mutantenärsche und
siehst zu, aus Dodge herauszukommen!",,"Dudek milionoj en oro ne ŝajnas valori
ĉi tiun ĝenon, ĉu ne, kodrompisto? Fek!
Faras la karceron aspekti kiel pikniko!

Turpaĉaj bio-mataciuloj kaj viaj
homaj kunuloj pendis de la plafono
kiel sakoj da manĝajo.

Kio diable estas ĉi tiu GENIE? Ĝi estas
kiel neniu komputilo, kiun vi kodrompis!
... nek kiel ia ĝino!

Vi devas trovi la sekvan stacion, preni
rajdon tra ciberspaco, haki iom da 
mutaciulo-pugo, kaj eliru de ĉi tie!","Veinte millones en oro no parece que valgan
la pena por todo este lío, ¿no crees, hacker?
¡Hace que el corral parezca un picnic!

Horripilantes biomutaciones y tus compañeros
humanos cuelgan del techo como sacos.

¿Qué demonios es GENIE? ¡No se parece a
cualquier computadora que hayas hackeado!

¡Más te vale encontrar la próxima terminal, dar
un viaje por el ciberespacio, rebanar unos
cuantos traseros mutantes, y pirarte de Dodge!","Veinte millones en oro no parece que valgan
la pena por todo este lío, ¿no crees, hacker?
¡Hace que el corral parezca un picnic!

Horripilantes biomutaciones y tus compañeros
humanos cuelgan del techo como sacos.

¿Qué demonios es GENIE? ¡No se parece a
cualquier computadora que hayas hackeado!

¡Más te vale encontrar la próxima terminal, dar
un viaje por el ciberespacio, rebanar unos
cuantos traseros mutantes, y largarte de Dodge!","20 miltsiä kultaa ei taida olla kaiken tämän
vaivan väärti, eihän, hakkeri? Saa kynän sen
rinnalla tuntumaan perhanan piknikiltä!

Karsean rumia biomutaatioita ja kanssa-
ihmisiäsi roikkumassa katosta kuin mitkäkin
ruokakassit.

Mikä helvetti on tämä GENIE? Ei minkään
ennen hakkeroimasi tietokoneen kaltainen!

Parasta löytää seuraava pääte, napata kyyti
c-avaruuden läpi, piestä vähän mutantteja
ja häipyä hittoon Dodgesta!","Vingt Millions en or ne semblent
plus valoir tout ces problèmes
maintenant, Hacker? Tout ce bordel
donne un air de pique-nique
à la prison!

De mutations hideuses et vos
frèrs humains pendant du plafond
comme des sacs de nourriture.

C'est quoi comme foutoir, ce GENIE?
Aucune ordinateur que vous avez
piraté auparavant était comme ça!

Il faut que vous trouvez le prochain
terminal, traversez le cyberespace,
découpez du mutant et barrez-vous
d'ici!","Húsz milka nem ér meg ennyi bosszankodás, ugye hekker? A cella ehhez képest egy francos piknik!

Baromi ocsmány bio-mutációk és embertársaid úgy lógnak le a mennyezetről, mintha csak a hentesnél lennénk.

Mi az ördög ez a GENIE? Semmilyen más számítógépre nem hasonlít amit hekkelni próbáltál!

Jobban jársz ha megkeresed a következő terminált, végig rombolsz a kibertéren mutánsokat gázolva, és minél előbb itt hagyod Dodge-ot!","Venti mulini d'oro non sembra valere tutto
questo peggioramento, vero, hacker?
Fa sembrare la penna come un
cavolo di picnic!

Le enormi bio-mutazioni e i tuoi
compagni umani appesi a un soffitto
come sacchi di cibo.

Che diavolo è questo GENIE?
Come nessun computer che
tu abbia mai hackerato!

Faresti meglio a trovare il terminale
successivo, a fare un giro nel c-spazio,
a tagliare a dadi qualche culo mutante,
e ad uscire da Dodge!

","20ミリの金塊にこの重大な事態の価値を見出せない、
それとも、ハッカーの仕業か?
幻覚のピクニックってワケでもねえ!
グロいバイオミュータントと人間の仲間が食肉のように
天井から吊るされている。

GENIEとは一体何なんだ? 少なくともこれまで
ハックしたことのないコンピューターだってことだ!

次のターミナルを抜け、c-spaceに乗り込み、
ミュータントのダニ共を切り裂いて、このふざけた
場所から抜け出すんだ!","2000만 달러 보상금 가지고는 턱도 없을 정도의 개판이었어! 안 그런가,
해커 양반? 펜이나 끄적거리는 게 이것보다는 훨씬 쉬울 테니 말이야.

이 더럽게 못생긴 돌연변이들이며, 천장에 마늘꾸러미처럼 매달려있는
사람들을 볼 일도 없고 말이야.

그리고... 이 지니란 녀석은 도대체 뭐지? 네가 해킹했던 다른 컴퓨터들과는
완전 차원이 다른 녀석이야. 어서 다른 단말기를 찾아서 C-Space를 타고
접속하는 게 좋을 것 같아.

돌연변이들을 몇 마리 썰어버리면서, 이곳을 빠져나가 는 것도 잊지 말고!","Twintig miljoen in goud lijkt al die verergering
niet waard, of wel, hacker? Het laat de gevangenis
eruit zien als een verdomde picknick!
Lelijk bio-mutaties en je medemensen hingen
als voedselzakken aan een plafond.

Wat is dit GENIE in godsnaam? Als geen enkele
computer die je ooit hebt gehackt!
Je kunt maar beter de volgende terminal vinden,
een ritje door de c-ruimte maken, een paar
gemuteerde kontdobbelstenen dobbelen,
en Dodge in hemelsnaam verlaten!","Dwadzieścia milionów w złocie nie jest warte
tych kłopotów, prawda hakerze? Przy tym
więzienie wygląda jak cholerny piknik!

Ohydne bio-mutacje i inni ludzie zwisają
z sufitu jak przekąski.

Czym u diabła jest to GENIE? Nie jest jak inne
komputery, które hakowałeś!

Lepiej znajdź kolejny terminal, przeleć przez
Przestrzeń C, skop trochę zmutowanych tyłków
i wynoś się z tego piekielnego Uskoku!
","Vinte milhões em ouro não parecem valer
toda essa incomodação, não é mesmo, hacker?
O xilindró é um piquenique perto disso!

Biomutações feias pra caramba estão penduradas
no teto junto com seres humanos como se
fossem sacos de alimento.

Que diabos é esse tal de GENIE? Não é como nenhum
outro computador que você já tenha hackeado!

É melhor achar o próximo terminal, pegar uma
carona pelo ciberespaço, fazer picadinho de
mutante e vazar deste lugar de uma vez!",,"Douăzeci de milioane în aur nu par să fie
suficienți pentru tot dezastrul acesta, nu-i așa,
hacker? Totul pare un fleac pe lângă asta!

Mutanți urâți foc, împreună cu oamenii tăi
atârnă de tavan asemeni unor saci de mâncare.

Ce naiba mai e și acest GENIE? E ca un computer
pe care nu l-ai mai spart în viața ta!

Mai bine găsești următorul terminal, prinzi o
mașină în spațiul cibernetic, feliezi niște mutanți,
și îți iei tălpășița!","Стоят ли двадцать лимонов золотом таких
трудностей, а, хакер? Теперь тебе тюрьма
грёбаным санаторием покажется!

Толстозадые биомутанты и такие же люди,
как ты, лежат рядком, как мешки с едой.

Что за хрень этот ДЖИНН? Он не похож ни
на один из компьютеров, что ты уже
взламывал!

Найди терминал, прокатись по
киберпространству, надери всем мутантам
задницы и выберись из этой чёртовой
передряги!

",
