Selection: Impossible ,STSTR_NOMUS,,,,Nemožný výběr,Falsche Auswahl,,Malebla Elekto,Selección impossible,,Valinta ei mahdollinen,Séléction Impossible!,Lehetetlen Kiválasztás,Selezione impossibile,선택 불가능,Niemożliwy wybór,Seleção impossível,,,,НЕМОГУЋИ ИЗБОР
"Pump Up The Volume
",STSTR_MUS,Should probably not be translated...,,,Zesil to!,,,,,,,,,,볼륨을 올려라!,,,,,,
INIT-Twitch n'Kill Mode,STSTR_KFAADDED,,,,Inicializuji režim Twitch and Kill,Initiiere Twitch'n Kill-Modus,,,INIT-Modo Tirar a Matar,,,,,,때리고 죽이는 모드 ON,,,,,,
"So be it, Hacker.",STSTR_FAADDED,,,,"Budiž, Hackeře.","So sei es, Hacker.",,,"Que así sea, Hacker.",,,"Qu'il en soit ainsi, hacker.",,,"마음대로 해, 해커 양반.",,"Assim seja, Hacker.",,,"Так и будет, Хакер.",
Cyberpotence Mode ON,STSTR_DQDON,,,,Režim kybermoci ZAP,Cyberpotenzmodus AN,,,Modo Ciberpotencia ACTIVADO,,,,,,전지전능 모드 ON,,Ciberpotência ATIVADO,,,,
Cyberpotence Mode OFF,STSTR_DQDOFF,,,,Režim kybermoci VYP,Cyberpotenzmodus AUS,,,Modo Ciberpotencia DESACTIVADO,,,,,,전지전능 모드 OFF,,Ciberpotência DESATIVADO,,,,
Tracking ON,AMSTR_FOLLOWON,,,,Sledování ZAP,Verfolgung AN,,,Seguimiento ACTIVADO,,,,,Mappa scorribile DISATTIVATA,추적 모드 ON,,Modo de seguimento ATIVADO,,,,
Tracking OFF,AMSTR_FOLLOWOFF,,,,Sledování VYP,Verfolgung AUS,,,Seguimiento DESACTIVADO,,,,,Mappa scorribile ATTIVATA,추적 모드 OFF,,Modo de seguimento DESATIVADO,,,,
- press Y to run away! -,DOSY,,,,- stiskni Y pro útěk! -,- drücke Y um wegzurennen -,,,- ¡pulsa Y para escapar! - ,,,-Appuie sur Y pour t'échapper!-,,,- 달아날려먼 Y 키를 눌러! -,,- Aperte Y para fugir! -,- Carrega Y para fugir! -,,,
"Are you insane or maladjusted?
Well? Yes or No!",ENDGAME,,,,"Jsi blb@[adj_cs] nebo jen naveden@[adj_cs]?
Tak? Jo nebo ne?","Bist du verrückt oder mies gelaunt?
Also? Ja oer Nein?",,,"¿Estás loc@[ao_esp] o descolocad@[ao_esp]?
¿Y bien? ¿Sí o No?",,,Vous êtes fou où malajusté? Eh bien? Oui où non?,,,"부적응은 안 하겠지? 그렇겠지?
자신 있으면 선택해!",,"Você está louco ou desajustado?
Bem? Sim ou não!",,,,
"Are you sure? You can't handle
this skill, hacker!

Press Y to die. 
",NIGHTMARE,,,,"Jseš si jist@[adj_cs]? Takový
skill nemáš, hackeře!","Bist du sicher? Du kannst das nicht bewältigen, Hacker!

Drücke Y um zu sterben.",,,"¿Estás segur@[ao_esp]? ¡No puedes soportar esta dificultad, hacker!

Pulsa Y para morir.",,,"Vous êtes sûr? Vous n'arriverez pas à tenir le coup, hacker! 

Appuyez sur Y pour mourir.",,,"그렇게 만만하다면 말리지는 않을게.
어차피 너에겐 복잡할 테니까, 해커 양반.

준비됐으면 Y 키를 눌러.",,"Tem certeza? Você não pode lidar
essa habilidade, hacker!

Aperte Y para morrer.","Tem certeza? Você não pode lidar
essa habilidade, hacker!

Carrega Y para morrer.",,"Ты уверен? С этим уровнем сложности ты не справишься, хакер!

Нажми Y, чтобы умереть.",
"Quicksave over your data named

'%s'?

Press Y or N.",QSPROMPT,For most languages the original Doom text should suffice.,,,"Rychle uložit přes tvá data s názvem

'%s'?

Stiskni Y nebo N.","Überschreibe %s mit einem Schnellspeicherdatenstand?

Drücke Y oder N.",,"Ĉu rapidkonservu super via konservo nomita

'%s'?

Premu Y-on aŭ N-on.","¿Deseas guardar sobre tu partida llamada

'%s'?

Presiona Y ó N.",,"Haluatko tallentaa pelin %s päälle?

Paina Y tai N.","Sauvegarde rapide sur le fichier 

'%s'?

Appuyez sur Y ou N.","Gyorsmenteni akarsz az alábbi mentésed alatt

'%s'?

Nyomj Y-t vagy N-t.","Sovrascrivere il salvataggio

'%s'?

Premi Y oppure N.","빠른 저장?

'%s'

Y키 또는 N키를 입력.","Szybko nadpisać grę

„%s”?

Wciśnij Y lub N.","Salvar sobre seu jogo chamado

'%s'?

Aperte Y ou N.","Gravar sobre o seu jogo chamado

'%s'?

Carrega Y ou N.",,"Перезаписать быстрое сохранение

«%s»?

Нажмите Y или N.","Желите брзо чување за игру под именом

„%s“?

Притисните Y или N."
"Do you want to quickload the data named

'%s'?

Press Y or N.",QLPROMPT,,,,"Přeješ si rychle načíst data s názvem

'%s'?

Stiskni Y nebo N.","Möchtest du den Datenstand %s schnellladen?

Drücke Y oder N.",,"Ĉu vi volas rapidkonservi la konservo nomita

'%s'?

Premu Y-on aŭ N-on.","¿Quieres cargar la partida llamada

'%s'?

Presiona Y ó N.",,"Haluatko pikaladata pelin %s?

Paina Y tai N.","Voulez-vous charger la sauvegarde

'%s'?

Appuyez sur Y ou N.","Gyorstölteni akarod ezt a mentést

'%s'?

Nyomj Y-t vagy N-t.","Vuoi fare un quickload della partita

'%s'?

Premi Y oppure N.","빠른 불러오기?

'%s'

Y키 또는 N키를 입력.","Czy chcesz wczytać szybki zapis

„%s”?

Wciśnij Y lub N.","Deseja carregar o jogo chamado

'%s'?

Aperte Y ou N.","Deseja carregar o jogo chamado

'%s'?

Carrega Y ou N.",,"Загрузить быстрое сохранение

«%s»?

Нажмите Y или N.","Желите брзо учитавање за игру под именом

„%s“?

Притисните Y или N."
Thug,CC_THUG,,,,Pobuda,Scherge,,,Matón,,,Brute,,,서그,,Rufião,,,,
Android,CC_ANDROID,,,,,,,,Androide,,,Androïde,,,안드로이드,,Andróide,,,Андроид,
ICE,CC_ICE,,,,,,,,,,,,,,아이스,,,,,ЛЁД,
Buzzer,CC_BUZZER,,,,Bzučák,Summer,,,Zumbador,,,,,,버저,,Buzina,,,,
D-Man,CC_DMAN,,,,,,,,,,,,,,디-맨,,,,,,
Phage,CC_PHAGE,,,,Fág,,,,Fago,,,,,,페이지,,Fago,,,,
Monstruct,CC_MONSTRUCT,,,,Monstrukce,Monstrukt,,,,,,,,,몬스트럭트,,,,,Монстроение,
Mecha Maniac,CC_MECH,,,,Mechamaniak,,,,Meca-Maníaco,,,Mécha-maniaque,,,메카 메니악,,Meca-Maníaco,,,,
Terminatrix,CC_TERMI,,,,,,,,,,,,,,터미네트릭스,,,,,,
Thorn Thing,CC_THORN,,,,Bodlák,Dornending,,,Cosa Espinosa,,,Truc épineux,,,쏜 씽,,Coisa Espinhosa,,,,
Majong 7,CC_MAJONG,,,,,,,,,,,,,,마작 7호,,,,,,
Dan Evanger,CC_HERO,,,,,,,,,,,,,,댄 에반저,,,,,,
Please don't shoot!,SKILL_BABY,,,,"Nestřílej, prosím!",Bitte schieß nicht!,,,¡Por favor no dispares!,,,"Pitié, ne tirez pas!",,,쏘지 마세요!,,"Por favor, não atire!",,,,
"Aargh, I need health!",SKILL_EASY,,,,Potřebuju zdraví!,Ich brauche Gesundheit!,,,"¡Aargh, necesito salud!",,,"Aargh, des soins!",,,체력이 필요해!,,"Aargh, preciso de saúde!",,,,
Let's rip them apart!,SKILL_NORMAL,,,,Rozsekejme je na kusy!,Lass uns sie zerfetzen!,,,¡Rompámoslos en pedazos!,,,J'en fais de la bouillie!,,,갈기갈기 찢어버려!,,Vamos despedaçá-los!,,,,
I am immortal!,SKILL_HARD,,,,Jsem nesmrtelný!,Ich bin unsterblich!,,,¡Soy inmortal!,,,Je suis immortel!,,,난 무적이다!,,Eu sou imortal!,,,,
Insanity!,SKILL_NIGHTMARE,,,,Šílenství!,Wahnsinn!,,,¡Locura!,,,Folie!,,,코드명: 광기!,,Insanidade!,,,,
